,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
6473,9600 Ronse,Apartment,146600,2.0,,,,,,,,,,,, As new,
6474,2018 Antwerp,Apartment,147000,1.0,45.0,Installed,0.0,,,,,,45.0,,, Good,
6475,6041 Charleroi,Apartment,147000,3.0,18.0,Installed,0.0,,1.0,1.0,,,18.0,,3.0,,
6476,3740 Bilzen,Apartment,147000,2.0,65.0,,0.0,,,,,,65.0,,2.0,,
6477,8900 Ieper,Apartment,147000,2.0,,Semi equipped,0.0,,,,,,,,2.0, Good,
6478,1190 Forest,Apartment,147000,1.0,40.0,,0.0,,,,,,40.0,,,,
6479,2400 Mol,Apartment,147000,1.0,45.0,,,,,,,,45.0,,,,
6480,5000 Namur,Apartment,147500,1.0,40.0,USA installed,,,1.0,1.0,,,40.0,,2.0, As new,
6481,3910 Pelt,Apartment,147500,1.0,70.0,,,,,,,,70.0,,, Good,
6482,7300 Boussu-Bois,Apartment,147500,2.0,,Hyper equipped,,,,,,,,,, As new,
6483,8670 Sint-Idesbald,Apartment,147500,2.0,62.0,,,,,,,,62.0,,, To renovate,
6484,7331 Baudour,Apartment,147500,2.0,,Installed,,,,,,,,,4.0, As new,
6485,8570 Anzegem,Apartment,147500,1.0,60.0,Installed,,,,,,,60.0,,,,
6486,5555 Bievre,Apartment,147500,2.0,,Installed,,,,,,,,,3.0,,
6487,2900 Schoten,Apartment,147900,1.0,40.0,Installed,0.0,,1.0,10.0,,,40.0,,, Good,
6488,8870 Izegem,Apartment,148000,1.0,66.0,Installed,0.0,,,,,,66.0,,, Good,
6489,1030 Schaerbeek,Apartment,148000,1.0,,USA installed,0.0,,,,,,,,2.0, As new,
6490,8500 Kortrijk,Apartment,148000,2.0,,,,,,,,,,,,,
6491,8300 Knokke-Heist,Apartment,148000,,,,0.0,,,,,,,,2.0,,
6492,7110 La Louvire,Apartment,148000,2.0,95.0,,0.0,,,,,,95.0,,, As new,
6493,9700 Oudenaarde,Apartment,148500,2.0,95.0,,0.0,,,,,,95.0,,2.0,,
6494,7060 Soignies,Apartment,148500,2.0,86.0,Installed,0.0,,1.0,3.0,,,86.0,,4.0,,
6495,7060 Soignies,Apartment,148500,1.0,56.0,,0.0,,1.0,8.0,,,56.0,,4.0,,
6496,7060 Soignies,Apartment,148500,1.0,64.0,,0.0,,1.0,9.0,,,64.0,,4.0,,
6497,8800 Roeselare,Apartment,148500,3.0,,Semi equipped,0.0,,,,,,,,2.0, To be done up,
6498,8370 Blankenberge,Apartment,148500,1.0,60.0,Installed,,,,,,,60.0,,,,
6499,9600 Ronse,Apartment,148900,1.0,70.0,,0.0,,,,,,70.0,,,,
6500,9600 Ronse,Apartment,148900,1.0,70.0,Hyper equipped,0.0,,1.0,7.0,,,70.0,,4.0,,
6501,1030 Schaerbeek,Apartment,149000,1.0,50.0,Semi equipped,0.0,,1.0,1.0,,,50.0,,2.0, Good,
6502,4400 Flemalle,Apartment,149000,2.0,58.0,Installed,1.0,,,,,,58.0,,3.0, As new,
6503,4032 GRIVEGNE,Apartment,149000,1.0,50.0,Installed,0.0,,1.0,7.0,,,50.0,,3.0, Good,
6504,1020 Laeken,Apartment,149000,1.0,,Installed,0.0,,1.0,14.0,,,,,, Good,
6505,1650 Beersel,Apartment,149000,1.0,47.0,Installed,0.0,,,,,,47.0,,2.0, Good,
6506,1652 Alsemberg,Apartment,149000,1.0,47.0,Installed,0.0,,,,,,47.0,,2.0, Good,
6507,4000 Liege,Apartment,149000,2.0,87.0,USA installed,0.0,,1.0,20.0,1.0,29.0,87.0,,2.0, As new,
6508,4460 Grace-Hollogne,Apartment,149000,2.0,,Installed,0.0,,,,,,,,2.0, Good,
6509,1020 Laeken,Apartment,149000,1.0,65.0,Installed,,,1.0,13.0,,,65.0,,, To be done up,
6510,1140 Evere,Apartment,149000,1.0,,Not installed,0.0,,,,,,,,, To renovate,
6511,5100 Jambes,Apartment,149000,1.0,57.0,Semi equipped,0.0,,,,,,57.0,,4.0, Good,
6512,1030 Schaerbeek,Apartment,149000,1.0,40.0,Not installed,0.0,,1.0,8.0,,,40.0,,2.0, To renovate,
6513,4430 Ans,Apartment,149000,1.0,80.0,Semi equipped,0.0,,1.0,2.0,,,80.0,,2.0, Good,
6514,8400 Oostende,Apartment,149000,2.0,81.0,Semi equipped,0.0,,,,,,81.0,,, Good,
6515,8400 Oostende,Apartment,149000,1.0,45.0,Installed,0.0,,,,,,45.0,,, Good,
6516,8370 Blankenberge,Apartment,149000,2.0,55.0,Installed,0.0,,,,,,55.0,,, Good,
6517,8900 Ieper,Apartment,149000,1.0,60.0,Installed,0.0,,,,,,60.0,,, Good,
6518,5100 Jambes,Apartment,149000,1.0,65.0,Installed,0.0,,,,,,65.0,,4.0,,
6519,4300 Waremme,Apartment,149000,2.0,98.0,Installed,0.0,,,,,,98.0,,3.0, Good,
6520,6061 Montignies-sur-Sambre,Apartment,149000,2.0,132.0,Not installed,0.0,,,,,,132.0,,, To renovate,
6521,7100 La Louviere,Apartment,149000,2.0,70.0,Installed,0.0,,1.0,7.0,,,70.0,,2.0, Good,
6522,8500 Kortrijk,Apartment,149000,2.0,,,0.0,,,,,,,,, To be done up,
6523,6000 Charleroi,Apartment,149000,2.0,,,0.0,,,,,,,,,,
6524,9700 ENAME,Apartment,149000,2.0,98.0,Semi equipped,0.0,,,,,,98.0,,, To renovate,
6525,2140 Borgerhout,Apartment,149000,2.0,58.0,Semi equipped,0.0,,,,,,58.0,,2.0, To be done up,
6526,1300 Wavre,Apartment,149000,1.0,50.0,Installed,0.0,,,,,,50.0,,, Good,
6527,4171 Comblainau-Pont Poulseur,Apartment,149000,3.0,163.0,Semi equipped,0.0,,,,,,163.0,,4.0, Good,
6528,9300 Aalst,Apartment,149000,1.0,76.0,,0.0,,,,,,76.0,,,,
6529,8620 Nieuwpoort,Apartment,149000,1.0,40.0,,1.0,,,,,,40.0,,, As new,
6530,4000 LIEGE,Apartment,149000,1.0,55.0,Installed,,,,,,,55.0,,2.0, Good,
6531,5000 Namur,Apartment,149000,1.0,65.0,USA installed,0.0,,,,,,65.0,,3.0, Good,
6532,3200 Aarschot,Apartment,149000,1.0,65.0,,,,,,,,65.0,,, To be done up,
6533,9900 Eeklo,Apartment,149000,1.0,,Not installed,0.0,,,,,,,,, To renovate,
6534,2660 Hoboken,Apartment,149000,2.0,78.0,Not installed,0.0,,,,,,78.0,,2.0, To be done up,
6535,2018 Waanrode,Apartment,149000,1.0,68.0,Semi equipped,0.0,,1.0,8.0,,,68.0,,2.0, Good,
6536,2200 Herentals,Apartment,149000,2.0,81.0,Semi equipped,0.0,,,,,,81.0,,2.0, To be done up,
6537,2300 Turnhout,Apartment,149000,2.0,74.0,Semi equipped,0.0,,1.0,6.0,,,74.0,,2.0, To be done up,
6538,4700 Eupen,Apartment,149000,1.0,68.0,USA hyper equipped,0.0,,1.0,22.0,,,68.0,,, Good,
6539,4101 JEMEPPE-SUR-MEUSE,Apartment,149000,2.0,78.0,,0.0,,,,,,78.0,,3.0,,
6540,2300 Turnhout,Apartment,149000,1.0,64.0,Semi equipped,0.0,,,,,,64.0,,3.0, Just renovated,
6541,2018 Antwerp,Apartment,149000,1.0,80.0,Installed,0.0,,,,,,80.0,,2.0,,
6542,2300 Turnhout,Apartment,149000,1.0,70.0,Semi equipped,0.0,,1.0,48.0,,,70.0,,2.0, Good,
6543,1030 Schaerbeek,Apartment,149000,1.0,55.0,,,,,,,,55.0,,,,
6544,2300 Turnhout,Apartment,149000,2.0,86.0,,,,,,,,86.0,,2.0, Good,
6545,4100 SERAING,Apartment,149000,1.0,56.0,,0.0,,,,,,56.0,,2.0,,
6546,2200 Herentals,Apartment,149000,2.0,97.0,Installed,0.0,,,,,,97.0,,, Good,
6547,2000 Antwerp,Apartment,149000,1.0,35.0,Installed,,,,,,,35.0,,, As new,
6548,7100 La Louviere,Apartment,149000,2.0,105.0,Installed,0.0,,1.0,20.0,1.0,75.0,105.0,,2.0, Good,
6549,8670 Sint-Idesbald,Apartment,149000,2.0,74.0,,1.0,,,,,,74.0,,,,
6550,1083 Ganshoren,Apartment,149000,1.0,45.0,Hyper equipped,,,1.0,4.0,,,45.0,,, Good,
6551,1731 Asse Zellik,Apartment,149000,2.0,,,0.0,,1.0,6.0,,,,,, To be done up,
6552,4800 Verviers,Apartment,149000,2.0,79.0,Semi equipped,0.0,,,,,,79.0,,2.0, Just renovated,
6553,2600 Antwerpen,Apartment,149000,2.0,67.0,Installed,0.0,,1.0,12.0,,,67.0,,,,
6554,4000 Liege,Apartment,149000,1.0,80.0,USA installed,1.0,,1.0,15.0,,,80.0,,, Good,
6555,8610 Kortemark,Apartment,149000,1.0,,Installed,0.0,,,,,,,,, Just renovated,
6556,6000 Charleroi,Apartment,149000,3.0,,,,,,,,,,,2.0, As new,
6557,5000 Namur,Apartment,149000,1.0,46.0,,,,,,,,46.0,,, Good,
6558,7860 Lessines,Apartment,149000,1.0,230.0,Semi equipped,0.0,,,,,,230.0,,2.0, Good,
6559,8870 Izegem,Apartment,149000,3.0,,,0.0,,,,,,,,2.0,,
6560,8930 Menen,Apartment,149000,3.0,87.0,Installed,0.0,,,,,,87.0,,2.0,,
6561,8520 Kuurne,Apartment,149000,2.0,100.0,,0.0,,,,,,100.0,,2.0, To renovate,
6562,2000 Antwerp,Apartment,149000,1.0,42.0,,,,,,,,42.0,,,,
6563,3530 Houthalen-Helchteren,Apartment,149000,2.0,70.0,Installed,0.0,,,,,,70.0,,,,
6564,1070 Anderlecht,Apartment,149000,2.0,73.0,,0.0,,1.0,7.0,,,73.0,,,,
6565,1020 Laeken,Apartment,149000,1.0,49.0,,0.0,,1.0,1.0,,,49.0,,2.0, As new,
6566,8560 Wevelgem,Apartment,149000,2.0,120.0,Installed,0.0,,,,,,120.0,,2.0, Good,
6567,1480 Tubize,Apartment,149000,1.0,49.0,,,,,,,,49.0,,, As new,
6568,8400 Oostende,Apartment,149000,2.0,62.0,Installed,0.0,,,,,,62.0,,2.0, Good,
6569,2020 Antwerp,Apartment,149000,1.0,92.0,,0.0,,1.0,2.0,,,92.0,,, To renovate,
6570,2170 Merksem,Apartment,149000,2.0,70.0,,0.0,,1.0,6.0,,,70.0,,2.0, Good,
6571,8553 Otegem,Apartment,149000,1.0,60.0,Semi equipped,0.0,,,,,,60.0,,2.0, Good,
6572,6060 Gilly,Apartment,149000,3.0,110.0,Semi equipped,0.0,,,,,,110.0,,, Good,
6573,2100 Deurne,Apartment,149000,2.0,75.0,USA installed,0.0,,,,,,75.0,,,,
6574,4101 Seraing,Apartment,149000,2.0,59.0,Installed,0.0,,,,,,59.0,,2.0, Good,
6575,8930 Menen,Apartment,149000,2.0,73.0,Installed,0.0,,,,,,73.0,,, Good,
6576,7950 Chivres,Apartment,149000,2.0,72.0,Semi equipped,0.0,,1.0,5.0,,,72.0,,4.0,,
6577,2140 Borgerhout,Apartment,149000,1.0,66.0,Semi equipped,0.0,,1.0,12.0,,,66.0,,2.0, Good,
6578,8800 Roeselare,Apartment,149000,2.0,76.0,Semi equipped,0.0,,,,,,76.0,,, Good,
6579,4000 Rocourt,Apartment,149000,2.0,73.0,Installed,0.0,,1.0,16.0,,,73.0,,,,
6580,6010 Charleroi Couillet,Apartment,149000,2.0,117.0,Installed,0.0,,,,,,117.0,,3.0, Good,
6581,8400 Oostende,Apartment,149000,2.0,85.0,Installed,0.0,,,,,,85.0,,, To renovate,
6582,9200 Dendermonde,Apartment,149000,2.0,105.0,,0.0,,1.0,14.0,,,105.0,,2.0, Good,
6583,4400 AWIRS,Apartment,149000,2.0,70.0,Semi equipped,0.0,,,,,,70.0,,, Good,
6584,7080 Frameries,Apartment,149000,2.0,83.0,Hyper equipped,0.0,,,,,,83.0,,2.0, As new,
6585,8660 De Panne,Apartment,149000,2.0,52.0,Installed,1.0,,,,,,52.0,,3.0, Good,
6586,9100 Sint-Niklaas,Apartment,149000,2.0,85.0,Hyper equipped,0.0,,1.0,11.0,,,85.0,,1.0, As new,
6587,8540 Deerlijk,Apartment,149000,3.0,89.0,Installed,0.0,,,,,,89.0,,2.0, Good,
6588,2660 Antwerpen Hoboken,Apartment,149000,1.0,,Hyper equipped,,,1.0,52.0,,,,,, Good,
6589,2100 Antwerpen Deurne,Apartment,149000,2.0,87.0,,0.0,,1.0,20.0,,,87.0,,2.0,,
6590,2140 Antwerp,Apartment,149000,2.0,87.0,,0.0,,1.0,20.0,,,87.0,,2.0,,
6591,4000 LIEGE,Apartment,149000,1.0,65.0,Installed,,,,,,,65.0,,2.0, Good,
6592,6200 Chtelet,Apartment,149000,2.0,76.0,,,,,,,,76.0,,,,
6593,9300 Aalst,Apartment,149000,1.0,80.0,,0.0,,1.0,2.0,,,80.0,,, To be done up,
6594,4420 MONTEGNE,Apartment,149000,3.0,105.0,Semi equipped,0.0,,,,,,105.0,,,,
6595,5100 Jambes,Apartment,149000,1.0,51.0,Installed,0.0,,,,,,51.0,,,,
6596,5100 Jambes,Apartment,149000,2.0,56.0,Installed,0.0,,,,,,56.0,,, Good,
6597,2140 Borgerhout,Apartment,149000,1.0,,Installed,,,,,,,,,, Good,
6598,3980 Tessenderlo,Apartment,149000,2.0,82.0,Installed,0.0,,,,,,82.0,,2.0,,
6599,2060 Antwerp,Apartment,149000,1.0,65.0,,,,,,,,65.0,,2.0,,
6600,9200 Dendermonde,Apartment,149000,1.0,60.0,,,,1.0,7.0,,,60.0,,, Good,
6601,8530 Harelbeke,Apartment,149000,1.0,46.0,,0.0,,1.0,4.0,,,46.0,,3.0,,
6602,3740 Bilzen,Apartment,149000,2.0,69.0,,0.0,,,,,,69.0,,2.0, Good,
6603,7700 Mouscron,Apartment,149000,2.0,95.0,Installed,0.0,,,,,,95.0,,2.0, Good,
6604,2140 Borgerhout,Apartment,149000,1.0,70.0,Semi equipped,,,,,,,70.0,,, To be done up,
6605,1090 Jette,Apartment,149000,1.0,48.0,Installed,,,,,,,48.0,,2.0, To be done up,
6606,2100 Antwerp,Apartment,149000,1.0,74.0,Semi equipped,,,1.0,4.0,,,74.0,,, To be done up,
6607,7700 Mouscron,Apartment,149000,2.0,104.0,Installed,0.0,,1.0,10.0,,,104.0,,, Good,
6608,7700 Mouscron,Apartment,149000,2.0,90.0,,0.0,,1.0,9.0,,,90.0,,2.0,,
6609,4430 Ans,Apartment,149000,4.0,140.0,Installed,,,1.0,3.0,,,140.0,,3.0, To be done up,
6610,7700 Mouscron,Apartment,149000,2.0,75.0,Installed,0.0,,,,,,75.0,,3.0,,
6611,1070 Anderlecht,Apartment,149000,2.0,70.0,Semi equipped,0.0,,,,,,70.0,,2.0,,
6612,7140 Morlanwelz,Apartment,149000,1.0,,,,,1.0,44.0,,,,,,,
6613,2140 Antwerp,Apartment,149000,1.0,41.0,Installed,1.0,,1.0,8.0,,,41.0,,2.0, Good,
6614,8400 Oostende,Apartment,149000,2.0,,,,,,,,,,,,,
6615,5004 Namur Bouge,Apartment,149000,1.0,40.0,Installed,,,,,,,40.0,,2.0, Good,
6616,8940 Wervik,Apartment,149000,3.0,120.0,,0.0,,,,,,120.0,,,,
6617,9160 Lokeren,Apartment,149000,2.0,,,0.0,,,,,,,,2.0,,
6618,6000 Charleroi,Apartment,149000,3.0,115.0,,,,,,,,115.0,,, Good,
6619,8500 Kortrijk,Apartment,149000,2.0,102.0,,0.0,,,,,,102.0,,2.0,,
6620,8500 Kortrijk,Apartment,149000,2.0,83.0,Semi equipped,0.0,,1.0,4.0,,,83.0,,2.0, To be done up,
6621,4030 Lige Grivegne,Apartment,149000,1.0,52.0,,,,1.0,6.0,,,52.0,,2.0,,
6622,7100 La Louvire,Apartment,149000,2.0,,Installed,0.0,,,,,,,,,,
6623,8434 Middelkerke,Apartment,149000,1.0,,,,,,,,,,,2.0, As new,
6624,8500 Kortrijk,Apartment,149000,2.0,76.0,,,,,,,,76.0,,, Just renovated,
6625,8940 Wervik,Apartment,149000,,120.0,,0.0,,,,,,120.0,,2.0, Good,
6626,7000 Mons,Apartment,149000,2.0,,,,,,,,,,,,,
6627,3580 Beringen,Apartment,149000,2.0,103.0,,,,,,,,103.0,,,,
6628,4000 Lige,Apartment,149000,3.0,,,,,,,,,,,,,
6629,4000 Lige,Apartment,149000,1.0,,,,,,,,,,,,,
6630,1070 Anderlecht,Apartment,149000,1.0,41.0,Semi equipped,0.0,,1.0,2.0,,,41.0,,2.0,,
6631,1020 Brussel 2,Apartment,149000,1.0,52.0,Installed,0.0,,,,,,52.0,,2.0,,
6632,1083 Ganshoren,Apartment,149000,1.0,57.0,Installed,0.0,,1.0,2.0,,,57.0,,2.0,,
6633,8540 Deerlijk,Apartment,149000,2.0,,,,,,,,,,,,,
6634,7700 Mouscron,Apartment,149000,2.0,,,,,,,,,,,2.0,,
6635,3700 Tongeren,Apartment,149000,1.0,,,0.0,,,,,,,,, As new,
6636,9220 Hamme,Apartment,149100,1.0,,,,,,,,,,,,,
6637,4520 Wanze,Apartment,149500,2.0,80.0,Semi equipped,0.0,,1.0,5.0,,,80.0,,4.0, To renovate,
6638,4040 Herstal,Apartment,149500,2.0,110.0,,0.0,,1.0,15.0,,,110.0,,4.0, Good,
6639,8370 Blankenberge,Apartment,149500,1.0,45.0,Installed,1.0,,,,,,45.0,,2.0, Just renovated,
6640,8450 Bredene,Apartment,149500,2.0,51.0,Installed,0.0,,,,,,51.0,,2.0, Good,
6641,4040 Herstal,Apartment,149500,2.0,75.0,Semi equipped,1.0,,1.0,4.0,,,75.0,,3.0, Good,
6642,8434 Westende,Apartment,149500,1.0,60.0,Installed,0.0,,,,,,60.0,,3.0, Just renovated,
6643,7866 Lessines Ollignies,Apartment,149500,1.0,60.0,Installed,0.0,,1.0,5.0,,,60.0,,4.0, As new,
6644,8660 De Panne,Apartment,149500,2.0,55.0,Installed,1.0,,1.0,1.0,,,55.0,,2.0, Just renovated,
6645,2300 Turnhout,Apartment,149500,2.0,80.0,,,,,,,,80.0,,,,
6646,1654 Beersel,Apartment,149500,1.0,51.0,Semi equipped,,,,,,,51.0,,, Good,
6647,2110 Wijnegem,Apartment,149500,3.0,88.0,Not installed,0.0,,,,,,88.0,,3.0, Good,
6648,3500 Hasselt,Apartment,149500,2.0,100.0,Installed,0.0,,,,,,100.0,,2.0, To renovate,
6649,8800 Roeselare,Apartment,149500,2.0,75.0,Installed,0.0,,,,,,75.0,,2.0, Good,
6650,3680 Maaseik,Apartment,149500,1.0,75.0,Installed,0.0,,,,,,75.0,,2.0, Good,
6651,7618 Taintignies,Apartment,149500,2.0,75.0,Installed,,,,,1.0,105.0,75.0,,3.0, As new,
6652,1080 Molenbeek-Saint-Jean,Apartment,149500,2.0,96.0,,,,,,,,96.0,,2.0, To renovate,
6653,1081 Koekelberg,Apartment,149500,1.0,49.0,,,,1.0,1.0,,,49.0,,2.0, To be done up,
6654,9300 Aalst,Apartment,149750,2.0,62.0,Installed,,,,,,,62.0,,3.0, Good,
6655,1000 Brussels City,Apartment,149900,1.0,32.0,Installed,0.0,,,,,,32.0,,4.0, Good,
6656,4300 Waremme,Apartment,149900,1.0,80.0,Semi equipped,0.0,,1.0,11.0,,,80.0,,2.0, Good,
6657,4000 Lige Saint-Gilles,Apartment,149900,2.0,80.0,Installed,,,,,,,80.0,,2.0, Good,
6658,8800 Roeselare,Apartment,149900,2.0,84.0,Installed,0.0,,,,,,84.0,,2.0, Good,
6659,4041 Milmort,Apartment,149900,1.0,,,0.0,,1.0,9.0,,,,,4.0,,
6660,4041 Milmort,Apartment,149900,1.0,,,,,1.0,9.0,,,,,4.0,,
6661,3990 Peer,Apartment,149950,2.0,85.0,Installed,0.0,,,,,,85.0,,4.0, Good,
6662,2440 Geel,Apartment,149990,1.0,65.0,,0.0,,,,,,65.0,,2.0, Good,
6663,6180 Courcelles,Apartment,149999,3.0,110.0,Semi equipped,0.0,,,,,,110.0,,4.0, Good,
6664,2300 Turnhout,Apartment,149999,2.0,83.0,Hyper equipped,,,,,,,83.0,,2.0,,
6665,8760 Meulebeke,Apartment,150000,2.0,75.0,Installed,0.0,,,,,,75.0,,, Good,
6666,2830 Willebroek,Apartment,150000,2.0,,Semi equipped,0.0,,,,,,,,2.0, Good,
6667,5500 Dinant,Apartment,150000,2.0,86.0,Hyper equipped,0.0,,,,,,86.0,,, As new,
6668,8800 Roeselare,Apartment,150000,1.0,53.0,Hyper equipped,0.0,,,,,,53.0,,, As new,
6669,6220 Fleurus,Apartment,150000,1.0,60.0,Installed,0.0,,,,,,60.0,,2.0, Good,
6670,6700 Arlon,Apartment,150000,1.0,100.0,Semi equipped,0.0,,,,,,100.0,,2.0, To be done up,
6671,7100 LA LOUVIRE,Apartment,150000,2.0,76.0,Installed,0.0,,,,,,76.0,,2.0, Good,
6672,4830 Limbourg,Apartment,150000,3.0,148.0,Installed,,,,,,,148.0,,, As new,
6673,4610 Beyne-Heusay,Apartment,150000,2.0,88.0,Not installed,,,,,,,88.0,,2.0, Good,
6674,8800 Roeselare,Apartment,150000,2.0,79.0,USA installed,0.0,,,,,,79.0,,, As new,
6675,9700 Oudenaarde,Apartment,150000,1.0,69.0,,0.0,,1.0,10.0,,,69.0,,, As new,
6676,5030 Gembloux,Apartment,150000,2.0,100.0,USA installed,0.0,,,,,,100.0,,, Good,
6677,8800 Roeselare,Apartment,150000,2.0,92.0,,0.0,,,,,,92.0,,2.0, Good,
6678,4432 Alleur,Apartment,150000,3.0,91.0,,,,,,,,91.0,,, As new,
6679,3630 Maasmechelen,Apartment,150000,2.0,66.0,Installed,,,,,,,66.0,,, Good,
6680,1140 Evere,Apartment,150000,1.0,50.0,Installed,0.0,,1.0,8.0,,,50.0,,, Good,
6681,9320 Aalst Erembodegem,Apartment,150000,2.0,104.0,Installed,,,1.0,6.0,,,104.0,,2.0, Good,
6682,1030 Schaerbeek,Apartment,150000,1.0,70.0,Installed,,,,,,,70.0,,,,
6683,1470 Genappe,Apartment,150000,2.0,125.0,,0.0,,,,,,125.0,,2.0, Just renovated,
6684,2300 Turnhout,Apartment,150000,2.0,121.0,,,,,,,,121.0,,,,
6685,7700 Mouscron,Apartment,150000,2.0,73.0,Installed,0.0,,,,,,73.0,,2.0, Good,
6686,8370 Blankenberge,Apartment,150000,1.0,50.0,,0.0,,,,,,50.0,,, As new,
6687,1210 SAINT-JOSSE-TEN-NOODE,Apartment,150000,2.0,70.0,Not installed,0.0,,,,,,70.0,,2.0, To renovate,
6688,7011 Mons,Apartment,150000,2.0,,,,,,,,,,,3.0,,
6689,2060 Antwerp,Apartment,150000,2.0,,,,,,,,,,,2.0,,
6690,2800 Mechelen,Apartment,150000,2.0,,Installed,,,,,,,,,3.0,,
6691,9620 Zottegem,Apartment,150000,2.0,72.0,,,,,,,,72.0,,,,
6692,8370 Blankenberge,Apartment,150000,1.0,34.0,,1.0,,,,,,34.0,,2.0, Good,
6693,8930 Menen,Apartment,150000,2.0,,,,,,,,,,,, As new,
6694,1200 Woluwe-Saint-Lambert,Apartment,150000,2.0,,Installed,,,,,,,,,,,
6695,1030 Schaerbeek,Apartment,150000,2.0,,Installed,,,,,,,,,,,
6696,2650 Edegem,Apartment,150000,1.0,,Installed,,,,,,,,,2.0,,
6697,1030 Schaerbeek,Apartment,150000,1.0,55.0,,0.0,,1.0,2.0,,,55.0,,2.0, Good,
6698,1083 Ganshoren,Apartment,150000,1.0,,,,,,,,,,,,,
6699,2100 Deurne,Apartment,150000,2.0,,,,,,,,,,,,,
6700,4130 Esneux,Apartment,150000,2.0,70.0,Installed,0.0,,,,,,70.0,,2.0, Just renovated,
6701,2660 Hoboken,Apartment,150000,1.0,65.0,Installed,0.0,,1.0,6.0,,,65.0,,2.0, Good,
6702,2275 Lille,Apartment,150000,1.0,70.0,Semi equipped,0.0,,,,,,70.0,,2.0, Good,
6703,1070 Anderlecht,Apartment,150000,1.0,55.0,Semi equipped,0.0,,,,,,55.0,,2.0, To be done up,
6704,1070 Anderlecht,Apartment,150000,1.0,59.0,USA semi equipped,0.0,,,,,,59.0,,2.0, To be done up,
6705,8400 Oostende,Apartment,150000,1.0,53.0,Semi equipped,0.0,,,,,,53.0,,, To be done up,
6706,1030 Schaerbeek,Apartment,150000,1.0,42.0,USA installed,1.0,,1.0,3.0,,,42.0,,, Good,
6707,1070 Anderlecht,Apartment,150000,1.0,55.0,Semi equipped,0.0,,1.0,1.0,,,55.0,,2.0, Good,
6708,4000 Lige,Apartment,150000,1.0,65.0,Installed,0.0,,1.0,10.0,,,65.0,,2.0, As new,
6709,7500 Tournai,Apartment,150000,2.0,100.0,Not installed,,,,,,,100.0,,2.0, To renovate,
6710,1600 Sint-Pieters-Leeuw,Apartment,150000,2.0,70.0,Installed,0.0,,,,,,70.0,,3.0, To be done up,
6711,1080 Molenbeek-Saint-Jean,Apartment,150000,1.0,50.0,USA semi equipped,0.0,,,,,,50.0,,, Good,
6712,1210 SAINT-JOSSE-TEN-NOODE,Apartment,150000,2.0,65.0,,,,,,,,65.0,,2.0,,
6713,3530 Houthalen-Helchteren,Apartment,150000,2.0,60.0,Installed,0.0,,,,,,60.0,,2.0, As new,
6714,8800 Roeselare,Apartment,150000,3.0,,Semi equipped,0.0,,,,,,,,, To be done up,
6715,1070 Anderlecht,Apartment,150000,1.0,60.0,Installed,0.0,,1.0,6.0,,,60.0,,2.0,,
6716,6001 Marcinelle,Apartment,150000,2.0,87.0,Semi equipped,0.0,,,,,,87.0,,, Good,
6717,7090 Braine-le-Comte,Apartment,150000,1.0,65.0,Installed,0.0,,,,,,65.0,,4.0,,
6718,7090 Braine-le-Comte,Apartment,150000,1.0,60.0,Installed,0.0,,1.0,3.0,,,60.0,,4.0,,
6719,7800 Ath,Apartment,150000,2.0,73.0,Semi equipped,0.0,,,,1.0,35.0,73.0,,, Good,
6720,5030 Gembloux,Apartment,150000,3.0,,Semi equipped,0.0,,,,,,,,3.0, To be done up,
6721,2350 Vosselaar,Apartment,150000,1.0,45.0,Hyper equipped,,,,,,,45.0,,2.0, Good,
6722,8800 Roeselare,Apartment,150000,2.0,100.0,Semi equipped,0.0,,1.0,8.0,,,100.0,,, As new,
6723,4633 Melen,Apartment,150000,1.0,75.0,Semi equipped,,,,,,,75.0,,3.0, Good,
6724,9470 Denderleeuw,Apartment,150000,1.0,61.0,USA hyper equipped,0.0,,1.0,3.0,,,61.0,,2.0, Good,
6725,8800 Roeselare,Apartment,150000,3.0,85.0,Installed,0.0,,,,,,85.0,,, Good,
6726,8530 Harelbeke,Apartment,150000,2.0,80.0,,,,,,,,80.0,,, As new,
6727,4000 Lige,Apartment,150000,1.0,53.0,USA semi equipped,0.0,,1.0,5.0,,,53.0,,,,
6728,8660 De Panne,Apartment,150000,1.0,,Not installed,0.0,,,,,,,,4.0, To be done up,
6729,8380 Zeebrugge,Apartment,150000,1.0,30.0,Installed,1.0,,,,,,30.0,,3.0,,
6730,3630 Maasmechelen,Apartment,150000,2.0,62.0,Installed,0.0,,1.0,10.0,,,62.0,,3.0, Good,
6731,7100 La Louvire,Apartment,150000,2.0,95.0,Semi equipped,0.0,,,,,,95.0,,3.0, As new,
6732,7500 Tournai,Apartment,150000,2.0,100.0,Not installed,0.0,,,,,,100.0,,,,
6733,1480 Tubize,Apartment,150000,2.0,75.0,Semi equipped,0.0,,1.0,3.0,,,75.0,,2.0, Good,
6734,1070 Anderlecht,Apartment,150000,1.0,60.0,Semi equipped,,,,,,,60.0,,2.0, Good,
6735,4101 JEMEPPE SUR MEUSE,Apartment,150000,2.0,,USA installed,0.0,,1.0,12.0,,,,,2.0, Just renovated,
6736,7618 Taintignies,Apartment,150000,2.0,75.0,Installed,,,,,1.0,105.0,75.0,,3.0, As new,
