,Unnamed: 0.1,Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,locality_code,price_square_meters
6765,6765,6765,6041 Charleroi Gosselies,House,159000,2.0,110.0,Semi equipped,0.0,0.0,1.0,15.0,1.0,70.0,110.0,110.0,2.0, To be done up,0.0,6041,1445.4545454545455
6766,6766,6766,2018 Antwerpen,Apartment,159000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,1.0, Just renovated,0.0,2018,789.3292682926831
6767,6767,6767,9700 Oudenaarde,Apartment,159000,3.0,104.0,Installed,0.0,0.0,0.0,,0.0,,104.0,104.0,2.0,Good,0.0,9700,1528.8461538461538
6768,6768,6768,1070 Anderlecht,Apartment,159000,2.0,70.0,Installed,0.0,0.0,1.0,14.0,0.0,,70.0,70.0,4.0, Good,0.0,1070,2271.4285714285716
6769,6769,6769,8370 Blankenberge,Apartment,159000,1.0,201.43684820393972,Installed,1.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, As new,0.0,8370,789.3292682926831
6770,6770,6770,8560 Wevelgem,Service flat,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,8560,789.3292682926831
6771,6771,6771,8920 Bikschote,House,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,291.0,3.0, Good,0.0,8920,789.3292682926831
6772,6772,6772,7060 Soignies,ERIK SATIE,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,7060,789.3292682926831
6773,6773,6773,2060 Antwerpen,Apartment,159000,1.0,55.0,Installed,0.0,0.0,0.0,,0.0,,55.0,55.0,4.0, Just renovated,0.0,2060,2890.909090909091
6774,6774,6774,8500 Kortrijk,House,159000,4.0,195.0,Installed,0.0,0.0,0.0,,0.0,,195.0,81.0,2.0, To be done up,0.0,8500,815.3846153846154
6775,6775,6775,4100 Seraing,House,159000,6.0,142.0,Semi equipped,0.0,0.0,0.0,,1.0,22.0,142.0,142.0,3.0, To renovate,0.0,4100,1119.718309859155
6776,6776,6776,9185 Wachtebeke,House,159000,3.0,108.0,Installed,0.0,0.0,0.0,,0.0,,108.0,485.0,4.0, To be done up,0.0,9185,1472.2222222222222
6777,6777,6777,9340 Lede,House,159000,4.0,165.0,Not installed,0.0,0.0,0.0,,0.0,,165.0,740.0,3.0, To renovate,0.0,9340,963.6363636363636
6778,6778,6778,7370 Dour,House,159000,3.0,136.0,Installed,0.0,0.0,0.0,,0.0,,136.0,195.0,2.0, Good,0.0,7370,1169.1176470588234
6779,6779,6779,9870 Zulte,Apartment,159000,1.0,62.0,Installed,0.0,0.0,0.0,,0.0,,62.0,62.0,2.0, To be done up,0.0,9870,2564.516129032258
6780,6780,6780,4020 Bressoux,House,159000,2.0,104.0,Semi equipped,0.0,0.0,0.0,,0.0,,104.0,62.0,2.0, To be done up,0.0,4020,1528.8461538461538
6781,6781,6781,9300 Aalst,House,159000,2.0,201.43684820393972,Semi equipped,0.0,0.0,0.0,,0.0,,201.43684820393972,282.0,2.0, Good,0.0,9300,789.3292682926831
6782,6782,6782,7140 Morlanwelz,House,159000,4.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Just renovated,0.0,7140,789.3292682926831
6783,6783,6783,5000 Namur,Apartment,159000,1.0,65.0,Installed,0.0,0.0,0.0,,0.0,,65.0,65.0,2.0, Good,0.0,5000,2446.153846153846
6784,6784,6784,1140 Evere,Apartment,159000,1.0,52.0,Installed,0.0,0.0,1.0,12.0,0.0,,52.0,52.0,2.0,Good,0.0,1140,3057.6923076923076
6785,6785,6785,9200 Dendermonde,Apartment,159000,1.0,61.0,Installed,0.0,0.0,1.0,12.0,0.0,,61.0,61.0,2.0,Good,0.0,9200,2606.55737704918
6786,6786,6786,9220 Hamme,House,159000,4.0,120.0,Installed,0.0,0.0,0.0,,0.0,,120.0,90.0,2.0, To renovate,0.0,9220,1325.0
6787,6787,6787,7180 Seneffe,House,159000,2.0,71.0,Not installed,0.0,0.0,1.0,10.0,0.0,,71.0,98.0,2.0, To renovate,0.0,7180,2239.43661971831
6788,6788,6788,4800 Verviers,House,159000,4.0,201.43684820393972,Installed,0.0,0.0,1.0,12.0,0.0,,201.43684820393972,201.43684820393972,2.0, To be done up,0.0,4800,789.3292682926831
6789,6789,6789,7700 Mouscron,House,159000,4.0,300.0,Installed,0.0,0.0,0.0,,1.0,170.0,300.0,417.0,2.0, To be done up,0.0,7700,530.0
6790,6790,6790,7700 Mouscron,Apartment block,159000,2.0,82.0,Semi equipped,0.0,0.0,0.0,,0.0,,82.0,82.0,3.0, To be done up,0.0,7700,1939.0243902439024
6791,6791,6791,8900 Ieper,House,159000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,141.0,2.0, To be done up,0.0,8900,789.3292682926831
6792,6792,6792,6769 Sommethonne,House,159000,2.0,115.0,Installed,0.0,0.0,0.0,,0.0,,115.0,432.0,2.0, Good,0.0,6769,1382.608695652174
6793,6793,6793,6200 Chtelet Bouffioulx,House,159000,3.0,145.0,USA installed,0.0,0.0,1.0,20.0,1.0,180.0,145.0,296.0,3.0, Good,0.0,6200,1096.551724137931
6794,6794,6794,1030 Schaerbeek,Studio,159000,1.0,201.43684820393972,USA installed,0.0,0.0,0.0,,1.0,40.0,201.43684820393972,201.43684820393972,2.0, As new,0.0,1030,789.3292682926831
6795,6795,6795,1070 Anderlecht,Apartment,159000,1.0,60.0,Installed,0.0,0.0,1.0,3.0,0.0,,60.0,60.0,2.0, Good,0.0,1070,2650.0
6796,6796,6796,8540 Deerlijk,Apartment,159000,1.0,54.0,Installed,0.0,0.0,0.0,,1.0,12.0,54.0,54.0,3.0, Good,0.0,8540,2944.4444444444443
6797,6797,6797,7640 Antoing,Apartment block,159000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,120.0,3.0, To be done up,0.0,7640,789.3292682926831
6798,6798,6798,1000 Bruxelles,Studio,159000,2.0,37.0,Installed,0.0,0.0,0.0,,0.0,,37.0,37.0,2.0, Good,0.0,1000,4297.2972972972975
6799,6799,6799,5190 MORNIMONT,House,159000,4.0,188.0,Installed,0.0,0.0,0.0,,0.0,,188.0,188.0,2.0,Good,0.0,5190,845.7446808510638
6800,6800,6800,7140 Morlanwelz,House,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,7140,789.3292682926831
6801,6801,6801,5000 Namur,LES JARDINS DE LA SAMBRE,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,5000,789.3292682926831
6802,6802,6802,2660 Hoboken,Apartment,159000,2.0,67.0,Semi equipped,0.0,0.0,1.0,2.0,0.0,,67.0,67.0,2.0, Good,0.0,2660,2373.134328358209
6803,6803,6803,2200 Herentals,Apartment,159000,2.0,104.0,Semi equipped,0.0,0.0,0.0,,0.0,,104.0,104.0,2.0, Good,0.0,2200,1528.8461538461538
6804,6804,6804,2140 Borgerhout,Apartment,159000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Just renovated,0.0,2140,789.3292682926831
6805,6805,6805,2910 Essen,Apartment,159000,1.0,62.0,Installed,0.0,0.0,1.0,5.0,0.0,,62.0,62.0,2.0, Good,0.0,2910,2564.516129032258
6806,6806,6806,4700 Eupen,Apartment,159000,2.0,108.0,Installed,0.0,0.0,0.0,,0.0,,108.0,108.0,2.0, Good,0.0,4700,1472.2222222222222
6807,6807,6807,9600 Ronse,House,159000,5.0,201.43684820393972,Not installed,0.0,0.0,0.0,,0.0,,201.43684820393972,160.0,3.0, To renovate,0.0,9600,789.3292682926831
6808,6808,6808,1080 Molenbeek-St-Jean,Studio,159000,2.0,46.0,Installed,0.0,0.0,1.0,4.0,0.0,,46.0,46.0,2.0, Good,0.0,1080,3456.521739130435
6809,6809,6809,3000 Leuven,Kot,159000,1.0,23.0,Installed,0.0,0.0,0.0,,0.0,,23.0,23.0,2.0, Good,0.0,3000,6913.04347826087
6810,6810,6810,2140 Borgerhout,Apartment,159000,1.0,70.0,Installed,0.0,0.0,0.0,,0.0,,70.0,70.0,2.0, Just renovated,0.0,2140,2271.4285714285716
6811,6811,6811,2450 Meerhout,House,159000,2.0,95.0,Semi equipped,0.0,0.0,0.0,,0.0,,95.0,758.0,4.0, To renovate,0.0,2450,1673.6842105263158
6812,6812,6812,4350 Remicourt,House,159000,2.0,85.0,Semi equipped,0.0,0.0,0.0,,0.0,,85.0,80.0,2.0, To be done up,0.0,4350,1870.5882352941176
6813,6813,6813,3980 Tessenderlo,House,159000,2.0,103.0,USA semi equipped,0.0,0.0,0.0,,0.0,,103.0,103.0,4.0, Good,0.0,3980,1543.6893203883494
6814,6814,6814,6000 Charleroi,House,159000,4.0,98.0,Installed,0.0,0.0,1.0,6.0,0.0,,98.0,69.0,2.0, As new,0.0,6000,1622.4489795918366
6815,6815,6815,1120 NEDER-OVER-HEEMBEEK BRU,Apartment,159000,1.0,63.0,Not installed,0.0,0.0,1.0,30.0,0.0,,63.0,63.0,2.0, To renovate,0.0,1120,2523.809523809524
6816,6816,6816,6183 Trazegnies,Apartment,159000,2.0,96.0,Installed,0.0,0.0,0.0,,0.0,,96.0,96.0,2.0, As new,0.0,6183,1656.25
6817,6817,6817,4820 DISON,House,159000,5.0,234.0,Installed,0.0,0.0,0.0,,0.0,,234.0,75.0,2.0, Good,0.0,4820,679.4871794871794
6818,6818,6818,1070 Anderlecht,Apartment,159000,1.0,58.0,Installed,0.0,0.0,0.0,,0.0,,58.0,58.0,2.0, To renovate,0.0,1070,2741.3793103448274
6819,6819,6819,2850 Boom,Apartment,159000,2.0,119.0,Installed,0.0,0.0,0.0,,0.0,,119.0,119.0,2.0, To be done up,0.0,2850,1336.1344537815125
6820,6820,6820,8670 Coxyde,Apartment,159000,2.0,60.0,USA semi equipped,1.0,0.0,0.0,,0.0,,60.0,60.0,2.0, As new,0.0,8670,2650.0
6821,6821,6821,7170 LA HESTRE,House,159000,3.0,143.0,Installed,0.0,0.0,1.0,25.0,1.0,120.0,143.0,220.0,2.0, Good,0.0,7170,1111.8881118881118
6822,6822,6822,9940 Evergem,Apartment,159000,2.0,74.0,Installed,0.0,0.0,1.0,12.0,0.0,,74.0,74.0,2.0, To be done up,0.0,9940,2148.6486486486488
6823,6823,6823,7500 Tournai,Apartment,159000,2.0,90.0,Installed,0.0,0.0,0.0,,0.0,,90.0,90.0,2.0,Good,0.0,7500,1766.6666666666667
6824,6824,6824,2018 Antwerpen,Apartment,159000,1.0,40.0,Installed,0.0,0.0,0.0,,0.0,,40.0,40.0,2.0, Just renovated,0.0,2018,3975.0
6825,6825,6825,9620 Zottegem,Apartment,159000,2.0,99.0,Semi equipped,0.0,0.0,1.0,4.0,0.0,,99.0,99.0,2.0, Good,0.0,9620,1606.060606060606
6826,6826,6826,7641 Bruyelle,Apartment block,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,130.0,3.0, To be done up,0.0,7641,789.3292682926831
6827,6827,6827,2170 Antwerpen Merksem,Apartment,159000,1.0,70.0,Installed,0.0,0.0,0.0,,0.0,,70.0,70.0,2.0, Good,0.0,2170,2271.4285714285716
6828,6828,6828,9100 Sint-Niklaas,Apartment,159000,2.0,80.0,Installed,0.0,0.0,0.0,,0.0,,80.0,80.0,2.0, Good,0.0,9100,1987.5
6829,6829,6829,9100 Sint-Niklaas,Apartment,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,9100,789.3292682926831
6830,6830,6830,6180 Courcelles,House,159000,2.0,90.0,Semi equipped,0.0,0.0,0.0,,0.0,,90.0,425.0,2.0, As new,0.0,6180,1766.6666666666667
6831,6831,6831,4800 Verviers,Duplex,159000,2.0,95.0,Installed,1.0,0.0,0.0,,0.0,,95.0,95.0,2.0, As new,0.0,4800,1673.6842105263158
6832,6832,6832,4100 Seraing,House,159000,2.0,95.0,Installed,0.0,0.0,0.0,,1.0,690.0,95.0,745.0,3.0, To renovate,0.0,4100,1673.6842105263158
6833,6833,6833,2340 Beerse,Apartment,159000,1.0,55.0,Installed,0.0,0.0,0.0,,0.0,,55.0,55.0,2.0,Good,0.0,2340,2890.909090909091
6834,6834,6834,5300 Andenne,Apartment,159000,1.0,73.0,Semi equipped,0.0,0.0,0.0,,0.0,,73.0,73.0,2.0,Good,0.0,5300,2178.082191780822
6835,6835,6835,8000 Brugge,Kot,159000,1.0,201.43684820393972,Installed,1.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,4.0, Good,0.0,8000,789.3292682926831
6836,6836,6836,8400 Oostende,Apartment,159000,2.0,150.0,Installed,0.0,0.0,0.0,,0.0,,150.0,150.0,2.0, Good,0.0,8400,1060.0
6837,6837,6837,6890 Libin,Manor house,159000,2.0,201.43684820393972,Not installed,0.0,0.0,1.0,30.0,1.0,1500.0,201.43684820393972,350.0,2.0, Good,0.0,6890,789.3292682926831
6838,6838,6838,8570 Anzegem,Apartment,159000,1.0,201.43684820393972,Hyper equipped,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Just renovated,0.0,8570,789.3292682926831
6839,6839,6839,9600 Ronse,House,159000,4.0,180.0,Installed,0.0,0.0,0.0,,0.0,,180.0,63.0,2.0, Just renovated,0.0,9600,883.3333333333334
6840,6840,6840,2140 Antwerpen,Ground floor,159000,1.0,49.0,Semi equipped,1.0,0.0,0.0,,0.0,,49.0,49.0,2.0, Just renovated,0.0,2140,3244.8979591836733
6841,6841,6841,2440 Geel,Apartment,159000,2.0,78.0,Installed,0.0,0.0,0.0,,0.0,,78.0,78.0,2.0,Good,0.0,2440,2038.4615384615386
6842,6842,6842,1190 Forest,Apartment,159000,2.0,75.0,Installed,0.0,0.0,0.0,,0.0,,75.0,75.0,2.0, Good,0.0,1190,2120.0
6843,6843,6843,6020 Charleroi Dampremy,House,159000,5.0,150.0,Installed,0.0,0.0,1.0,30.0,1.0,215.0,150.0,320.0,3.0, Good,0.0,6020,1060.0
6844,6844,6844,7700 Mouscron,House,159000,3.0,136.0,Installed,0.0,0.0,1.0,24.0,1.0,65.0,136.0,180.0,2.0, Good,0.0,7700,1169.1176470588234
6845,6845,6845,8560 Moorsele,House,159000,3.0,127.0,Installed,0.0,0.0,0.0,,0.0,,127.0,143.0,2.0, Good,0.0,8560,1251.9685039370079
6846,6846,6846,4101 Seraing Jemeppesur-Meuse,Mixed-use building,159000,2.0,100.0,Installed,0.0,0.0,0.0,,0.0,,100.0,8355.0,2.0, To be done up,0.0,4101,1590.0
6847,6847,6847,6040 Jumet,House,159000,3.0,194.0,Installed,0.0,0.0,0.0,,0.0,,194.0,194.0,2.0, Good,0.0,6040,819.5876288659794
6848,6848,6848,4100 Seraing,Apartment block,159000,5.0,167.0,Installed,0.0,0.0,1.0,15.0,1.0,125.0,167.0,205.0,4.0,Good,0.0,4100,952.0958083832336
6849,6849,6849,2060 Antwerp,Apartment,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, To be done up,0.0,2060,789.3292682926831
6850,6850,6850,8820 Torhout,Apartment,159000,2.0,83.0,Installed,0.0,0.0,0.0,,0.0,,83.0,83.0,2.0,Good,0.0,8820,1915.6626506024097
6851,6851,6851,4910 Theux,House,159000,3.0,100.0,Installed,0.0,0.0,0.0,,1.0,1400.0,100.0,1613.0,4.0,Good,0.0,4910,1590.0
6852,6852,6852,1080 Molenbeek-Saint-Jean,Apartment,159000,2.0,80.0,Semi equipped,0.0,0.0,0.0,,0.0,,80.0,80.0,2.0, Good,0.0,1080,1987.5
6853,6853,6853,1081 Koekelberg,Apartment,159000,1.0,50.0,USA installed,0.0,0.0,1.0,1.0,0.0,,50.0,50.0,2.0, As new,0.0,1081,3180.0
6854,6854,6854,2300 Turnhout,Apartment,159000,1.0,50.0,Installed,0.0,0.0,0.0,,0.0,,50.0,50.0,2.0,Good,0.0,2300,3180.0
6855,6855,6855,7712 Herseaux,House,159000,2.0,105.0,USA installed,0.0,0.0,0.0,,1.0,35.0,105.0,142.0,2.0, As new,0.0,7712,1514.2857142857142
6856,6856,6856,7712 Herseaux,House,159000,2.0,122.0,USA installed,0.0,0.0,0.0,,1.0,43.0,122.0,145.0,2.0, Good,0.0,7712,1303.27868852459
6857,6857,6857,5060 Sambreville,House,159000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,110.0,3.0,Good,0.0,5060,789.3292682926831
6858,6858,6858,6700 Arlon,Apartment,159000,1.0,43.0,Installed,0.0,0.0,0.0,,0.0,,43.0,43.0,2.0,Good,0.0,6700,3697.6744186046512
6859,6859,6859,4000 Liege,House,159000,2.0,81.0,Installed,0.0,0.0,0.0,,0.0,,81.0,81.0,2.0, Good,0.0,4000,1962.962962962963
6860,6860,6860,1190 Forest,Apartment,159000,2.0,75.0,Installed,0.0,0.0,0.0,,0.0,,75.0,75.0,2.0, Good,0.0,1190,2120.0
6861,6861,6861,2200 Herentals,Apartment,159000,1.0,60.0,Installed,0.0,0.0,0.0,,0.0,,60.0,60.0,2.0,Good,0.0,2200,2650.0
6862,6862,6862,9000 Gent,Apartment,159000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,9000,789.3292682926831
6863,6863,6863,1502 Halle Lembeek,House,159000,1.0,70.0,Installed,0.0,0.0,0.0,,0.0,,70.0,186.0,3.0, To renovate,0.0,1502,2271.4285714285716
6864,6864,6864,2880 Bornem,House,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,52.0,2.0, To renovate,0.0,2880,789.3292682926831
6865,6865,6865,5190 Jemeppe-sur-Sambre,Duplex,159000,2.0,201.43684820393972,USA installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, As new,0.0,5190,789.3292682926831
6866,6866,6866,4101 Seraing Jemeppesur-Meuse,Mansion,159000,5.0,180.0,Not installed,0.0,0.0,1.0,20.0,1.0,20.0,180.0,50.0,2.0, To be done up,0.0,4101,883.3333333333334
6867,6867,6867,1090 Jette,Apartment,159000,1.0,42.0,Installed,0.0,0.0,0.0,,0.0,,42.0,42.0,2.0, As new,0.0,1090,3785.714285714286
6868,6868,6868,8820 Torhout,Apartment,159000,2.0,79.0,Installed,0.0,0.0,0.0,,0.0,,79.0,79.0,2.0,Good,0.0,8820,2012.6582278481012
6869,6869,6869,4020 Wandre,House,159000,3.0,126.0,Installed,0.0,0.0,0.0,,0.0,,126.0,242.0,3.0,Good,0.0,4020,1261.904761904762
6870,6870,6870,1180 Uccle,Studio,159000,2.0,33.0,Installed,0.0,0.0,0.0,,0.0,,33.0,33.0,2.0, To renovate,0.0,1180,4818.181818181818
6871,6871,6871,6060 Gilly,Duplex,159000,5.0,188.0,Installed,0.0,0.0,0.0,,0.0,,188.0,188.0,3.0, Good,0.0,6060,845.7446808510638
6872,6872,6872,7730 Nchin,House,159000,2.0,119.0,Installed,0.0,0.0,0.0,,0.0,,119.0,119.0,2.0, Good,0.0,7730,1336.1344537815125
6873,6873,6873,4000 Lige,Apartment,159000,2.0,90.0,Semi equipped,0.0,0.0,0.0,,0.0,,90.0,90.0,2.0, As new,0.0,4000,1766.6666666666667
6874,6874,6874,1080 Molenbeek-Saint-Jean,Apartment,159000,2.0,70.0,Installed,0.0,0.0,0.0,,0.0,,70.0,70.0,2.0,Good,0.0,1080,2271.4285714285716
6875,6875,6875,4000 Lige,Apartment,159000,2.0,80.0,Installed,0.0,0.0,0.0,,0.0,,80.0,80.0,2.0, As new,0.0,4000,1987.5
6876,6876,6876,4432 Ans,Apartment,159000,1.0,68.0,USA installed,0.0,0.0,0.0,,0.0,,68.0,68.0,3.0, As new,0.0,4432,2338.235294117647
6877,6877,6877,4624 Flron Romse,House,159000,3.0,90.0,Installed,0.0,0.0,0.0,,1.0,360.0,90.0,90.0,3.0, To be done up,0.0,4624,1766.6666666666667
6878,6878,6878,4020 Lige,Apartment,159000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,4020,789.3292682926831
6879,6879,6879,4101 Seraing Jemeppe-sur-Meuse,House,159000,2.0,90.0,Semi equipped,0.0,0.0,1.0,25.0,1.0,260.0,90.0,328.0,3.0,Good,0.0,4101,1766.6666666666667
6880,6880,6880,4357 Donceel Haneffe,Mixed-use building,159000,2.0,130.0,Installed,0.0,0.0,0.0,,0.0,,130.0,502.0,2.0, To renovate,0.0,4357,1223.076923076923
6881,6881,6881,4000 Lige,Apartment,159000,2.0,80.0,Semi equipped,0.0,0.0,0.0,,0.0,,80.0,80.0,2.0, Good,0.0,4000,1987.5
6882,6882,6882,7060 Soignies,Apartment,159000,1.0,67.0,Installed,0.0,0.0,1.0,8.0,0.0,,67.0,67.0,4.0,Good,0.0,7060,2373.134328358209
6883,6883,6883,1070 Anderlecht,Apartment,159000,2.0,75.0,Installed,0.0,0.0,1.0,6.0,0.0,,75.0,75.0,2.0,Good,0.0,1070,2120.0
6884,6884,6884,8810 Lichtervelde,House,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,231.0,2.0, Good,0.0,8810,789.3292682926831
6885,6885,6885,1070 Anderlecht,Apartment,159000,1.0,55.0,Not installed,0.0,0.0,0.0,,1.0,60.0,55.0,55.0,2.0, Good,0.0,1070,2890.909090909091
6886,6886,6886,8400 oostende,Apartment,159000,1.0,201.43684820393972,Installed,0.0,0.0,1.0,1.0,0.0,,201.43684820393972,201.43684820393972,1.0, Good,0.0,8400,789.3292682926831
6887,6887,6887,6200 Chtelineau,House,159000,5.0,240.0,Installed,0.0,0.0,0.0,,0.0,,240.0,190.0,2.0,Good,0.0,6200,662.5
6888,6888,6888,7700 Mouscron,Apartment block,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,7700,789.3292682926831
6889,6889,6889,4432 Ans,Apartment,159000,2.0,86.0,Installed,0.0,0.0,1.0,4.0,0.0,,86.0,86.0,2.0,Good,0.0,4432,1848.8372093023256
6890,6890,6890,4000 Lige,Apartment,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, As new,0.0,4000,789.3292682926831
6891,6891,6891,1030 BRUXELLES,Apartment,159000,1.0,65.0,Installed,0.0,0.0,1.0,7.0,0.0,,65.0,65.0,2.0, Good,0.0,1030,2446.153846153846
6892,6892,6892,2000 Antwerp,Studio,159000,1.0,31.0,Semi equipped,0.0,0.0,0.0,,0.0,,31.0,31.0,2.0, Good,0.0,2000,5129.032258064516
6893,6893,6893,8670 Koksijde,Apartment,159000,1.0,57.0,Installed,1.0,0.0,0.0,,0.0,,57.0,57.0,2.0, As new,0.0,8670,2789.4736842105262
6894,6894,6894,7012 FLNU,House,159000,4.0,188.0,Semi equipped,0.0,0.0,1.0,126.0,0.0,,188.0,244.0,4.0, Just renovated,0.0,7012,845.7446808510638
6895,6895,6895,9300 Aalst,CLAVIS - VICTORIA,159000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,9300,789.3292682926831
6896,6896,6896,8510 Kortrijk,Apartment,159000,2.0,102.0,Installed,0.0,0.0,0.0,,0.0,,102.0,102.0,3.0,Good,0.0,8510,1558.8235294117646
6897,6897,6897,2060 Antwerp,House,159000,1.0,90.0,Semi equipped,0.0,0.0,0.0,,0.0,,90.0,90.0,2.0, To renovate,0.0,2060,1766.6666666666667
6898,6898,6898,5020 Flawinne Namur,Apartment,159000,2.0,54.0,Installed,0.0,0.0,0.0,,0.0,,54.0,54.0,4.0,Good,0.0,5020,2944.4444444444443
6899,6899,6899,8670 Oostduinkerke,Apartment,159000,2.0,57.0,Installed,0.0,0.0,1.0,15.0,1.0,45.0,57.0,57.0,2.0, Good,0.0,8670,2789.4736842105262
6900,6900,6900,5650 PRY,House,159000,4.0,157.0,Installed,0.0,0.0,0.0,,0.0,,157.0,894.0,4.0, Good,0.0,5650,1012.7388535031847
6901,6901,6901,1030 Schaerbeek,Apartment,159000,1.0,63.0,Not installed,0.0,0.0,0.0,,0.0,,63.0,63.0,4.0, Good,0.0,1030,2523.809523809524
6902,6902,6902,8500 Kortrijk,House,159000,2.0,113.0,Installed,0.0,0.0,0.0,,0.0,,113.0,145.0,2.0, To be done up,0.0,8500,1407.0796460176991
6903,6903,6903,9170 DE KLINGE,House,159000,3.0,120.0,Installed,0.0,0.0,0.0,,0.0,,120.0,178.0,2.0, To renovate,0.0,9170,1325.0
6904,6904,6904,6000 Charleroi,Apartment,159000,2.0,72.0,Not installed,0.0,0.0,0.0,,0.0,,72.0,72.0,2.0, As new,0.0,6000,2208.3333333333335
6905,6905,6905,4030 GRIVEGNEE,House,159000,4.0,152.0,Installed,0.0,0.0,0.0,,0.0,,152.0,120.0,2.0, To renovate,0.0,4030,1046.0526315789473
6906,6906,6906,8500 Kortrijk,House,159000,2.0,100.0,Installed,0.0,0.0,0.0,,0.0,,100.0,50.0,2.0, Good,0.0,8500,1590.0
6907,6907,6907,3580 Beringen,Apartment,159000,1.0,87.0,Installed,0.0,0.0,0.0,,0.0,,87.0,87.0,2.0, Good,0.0,3580,1827.5862068965516
6908,6908,6908,4633 Melen,Apartment,159000,2.0,81.0,Semi equipped,0.0,0.0,0.0,,0.0,,81.0,81.0,3.0, Good,0.0,4633,1962.962962962963
6909,6909,6909,7000 Mons,Apartment,159000,2.0,201.43684820393972,Installed,0.0,0.0,1.0,4.0,0.0,,201.43684820393972,201.43684820393972,2.0, As new,0.0,7000,789.3292682926831
6910,6910,6910,8370 Blankenberge,Apartment,159000,2.0,40.0,Installed,1.0,0.0,0.0,,0.0,,40.0,40.0,2.0, Good,0.0,8370,3975.0
6911,6911,6911,6200 CHTELINEAU,House,159000,2.0,90.0,Installed,0.0,0.0,0.0,,0.0,,90.0,90.0,2.0, Just renovated,0.0,6200,1766.6666666666667
6912,6912,6912,9170 DE KLINGE,House,159000,2.0,120.0,Installed,0.0,0.0,0.0,,0.0,,120.0,178.0,2.0, To renovate,0.0,9170,1325.0
6913,6913,6913,9230 Wetteren,Apartment,159000,2.0,72.0,Semi equipped,0.0,0.0,0.0,,0.0,,72.0,72.0,2.0, To be done up,0.0,9230,2208.3333333333335
6914,6914,6914,2020 Antwerp 2,Apartment,159000,2.0,201.43684820393972,Semi equipped,0.0,0.0,1.0,4.0,0.0,,201.43684820393972,201.43684820393972,2.0, To be done up,0.0,2020,789.3292682926831
6915,6915,6915,3800 Sint-Truiden,Apartment,159000,2.0,75.0,Installed,0.0,0.0,0.0,,0.0,,75.0,75.0,2.0, Good,0.0,3800,2120.0
6916,6916,6916,2660 Hoboken,Exceptional property,159000,2.0,201.43684820393972,Semi equipped,0.0,0.0,0.0,,0.0,,201.43684820393972,68.0,2.0, To renovate,0.0,2660,789.3292682926831
6917,6917,6917,4101 Jemeppe -sur-meuse,House,159000,4.0,169.0,Installed,0.0,0.0,1.0,11.0,1.0,169.0,169.0,235.0,2.0, Good,0.0,4101,940.8284023668639
